09 открытие	09 макс	09 мин	09 закрытие 	10 открыте	10 макс	10 мин	10 закрытие 	11 открыте	11 макс	11 мин	11 закрытие 	12 открыте	12 макс	12 мин	12 закрытие 
109630,00	109660,00	109620,00	109620,00	115540,00	115600,00	115520,00	115550,00	112470,00	112500,00	112440,00	112470,00	109620,00	109780,00	109620,00	109700,00
109620,00	109620,00	109570,00	109580,00	115550,00	115600,00	115550,00	115570,00	112450,00	112470,00	112420,00	112440,00	109700,00	109820,00	109690,00	109800,00
109590,00	109600,00	109560,00	109560,00	115570,00	115580,00	115510,00	115550,00	112450,00	112450,00	112400,00	112420,00	109790,00	110000,00	109790,00	109920,00
109570,00	109570,00	109550,00	109550,00	115560,00	115590,00	115510,00	115510,00	112430,00	112440,00	112380,00	112440,00	109940,00	110010,00	109870,00	109930,00
109550,00	109560,00	109530,00	109550,00	115510,00	115550,00	115510,00	115510,00	112450,00	112470,00	112420,00	112470,00	109920,00	109940,00	109790,00	109800,00
109560,00	109580,00	109540,00	109580,00	115510,00	115510,00	115410,00	115440,00	112480,00	112490,00	112400,00	112420,00	109810,00	109810,00	109720,00	109730,00
109580,00	109580,00	109550,00	109570,00	115430,00	115490,00	115430,00	115460,00	112410,00	112420,00	112310,00	112350,00	109730,00	109800,00	109700,00	109740,00
109570,00	109610,00	109550,00	109560,00	115460,00	115490,00	115430,00	115430,00	112350,00	112440,00	112320,00	112350,00	109740,00	109800,00	109730,00	109790,00
109560,00	109560,00	109470,00	109470,00	115430,00	115470,00	115350,00	115360,00	112360,00	112430,00	112350,00	112420,00	109790,00	109810,00	109750,00	109760,00
109470,00	109500,00	109470,00	109470,00	115360,00	115360,00	115270,00	115290,00	112410,00	112420,00	112350,00	112370,00	109770,00	109770,00	109700,00	109730,00
109460,00	109570,00	109450,00	109530,00	115290,00	115310,00	115270,00	115280,00	112390,00	112500,00	112390,00	112440,00	109720,00	109750,00	109720,00	109730,00
109520,00	109580,00	109520,00	109530,00	115270,00	115290,00	115240,00	115270,00	112440,00	112470,00	112380,00	112400,00	109740,00	109740,00	109650,00	109690,00
109530,00	109530,00	109470,00	109480,00	115270,00	115320,00	115260,00	115290,00	112410,00	112430,00	112380,00	112390,00	109680,00	109720,00	109610,00	109670,00
109470,00	109490,00	109440,00	109490,00	115290,00	115300,00	115210,00	115220,00	112400,00	112400,00	112300,00	112310,00	109690,00	109710,00	109650,00	109710,00
109500,00	109540,00	109500,00	109520,00	115230,00	115260,00	115170,00	115230,00	112330,00	112400,00	112300,00	112400,00	109710,00	109740,00	109660,00	109680,00
109520,00	109540,00	109460,00	109460,00	115230,00	115240,00	115200,00	115220,00	112390,00	112450,00	112380,00	112430,00	109690,00	109740,00	109670,00	109720,00
109470,00	109500,00	109430,00	109440,00	115200,00	115210,00	115180,00	115200,00	112430,00	112450,00	112390,00	112410,00	109730,00	109780,00	109680,00	109690,00
109450,00	109480,00	109430,00	109480,00	115220,00	115240,00	115200,00	115220,00	112410,00	112430,00	112390,00	112410,00	109690,00	109730,00	109690,00	109710,00
109480,00	109480,00	109440,00	109440,00	115220,00	115220,00	115180,00	115210,00	112410,00	112440,00	112370,00	112440,00	109710,00	109720,00	109690,00	109710,00
109440,00	109490,00	109440,00	109480,00	115200,00	115240,00	115200,00	115230,00	112440,00	112480,00	112420,00	112430,00	109710,00	109710,00	109610,00	109610,00
109480,00	109510,00	109450,00	109450,00	115230,00	115240,00	115170,00	115180,00	112440,00	112460,00	112390,00	112460,00	109620,00	109670,00	109600,00	109630,00
109440,00	109440,00	109410,00	109420,00	115180,00	115210,00	115160,00	115160,00	112460,00	112470,00	112380,00	112440,00	109630,00	109650,00	109540,00	109610,00
109420,00	109480,00	109420,00	109470,00	115160,00	115200,00	115150,00	115170,00	112450,00	112450,00	112360,00	112400,00	109610,00	109610,00	109510,00	109570,00
109460,00	109520,00	109430,00	109480,00	115180,00	115200,00	115160,00	115190,00	112400,00	112460,00	112400,00	112460,00	109570,00	109600,00	109550,00	109590,00
109490,00	109500,00	109430,00	109430,00	115180,00	115180,00	115110,00	115110,00	112450,00	112450,00	112380,00	112400,00	109580,00	109610,00	109580,00	109610,00
109440,00	109460,00	109440,00	109440,00	115110,00	115130,00	115070,00	115090,00	112410,00	112420,00	112380,00	112400,00	109600,00	109630,00	109600,00	109620,00
109450,00	109480,00	109450,00	109470,00	115080,00	115120,00	115080,00	115090,00	112400,00	112460,00	112390,00	112450,00	109630,00	109650,00	109570,00	109600,00
109460,00	109490,00	109400,00	109430,00	115090,00	115170,00	115080,00	115150,00	112440,00	112620,00	112440,00	112560,00	109590,00	109660,00	109570,00	109640,00
109430,00	109540,00	109430,00	109500,00	115150,00	115180,00	115130,00	115170,00	112560,00	112620,00	112560,00	112580,00	109650,00	109790,00	109650,00	109770,00
109490,00	109530,00	109490,00	109500,00	115180,00	115200,00	115130,00	115160,00	112580,00	112620,00	112540,00	112600,00	109760,00	109780,00	109720,00	109770,00
109510,00	109510,00	109490,00	109510,00	115170,00	115170,00	115120,00	115160,00	112610,00	112750,00	112610,00	112740,00	109770,00	109780,00	109680,00	109700,00
109510,00	109520,00	109490,00	109490,00	115160,00	115180,00	115160,00	115170,00	112740,00	112750,00	112670,00	112700,00	109700,00	109720,00	109680,00	109720,00
109520,00	109540,00	109500,00	109510,00	115160,00	115180,00	115120,00	115170,00	112700,00	112770,00	112680,00	112700,00	109720,00	109750,00	109700,00	109700,00
109510,00	109530,00	109500,00	109510,00	115170,00	115180,00	115140,00	115150,00	112700,00	112740,00	112680,00	112720,00	109710,00	109710,00	109650,00	109680,00
109500,00	109520,00	109500,00	109520,00	115150,00	115170,00	115140,00	115140,00	112730,00	112740,00	112700,00	112720,00	109680,00	109710,00	109670,00	109700,00
109520,00	109530,00	109510,00	109520,00	115160,00	115170,00	115140,00	115140,00	112730,00	112730,00	112660,00	112660,00	109690,00	109740,00	109690,00	109740,00
109530,00	109560,00	109530,00	109540,00	115140,00	115150,00	115100,00	115140,00	112650,00	112720,00	112650,00	112700,00	109740,00	109790,00	109720,00	109790,00
109540,00	109550,00	109530,00	109540,00	115140,00	115170,00	115110,00	115160,00	112700,00	112740,00	112700,00	112720,00	109780,00	109820,00	109750,00	109750,00
109560,00	109560,00	109520,00	109540,00	115160,00	115170,00	115110,00	115120,00	112730,00	112810,00	112730,00	112790,00	109740,00	109780,00	109740,00	109750,00
109550,00	109570,00	109550,00	109570,00	115120,00	115140,00	115080,00	115080,00	112780,00	112790,00	112730,00	112730,00	109750,00	109750,00	109710,00	109730,00
109570,00	109570,00	109510,00	109570,00	115070,00	115070,00	114890,00	114940,00	112730,00	112730,00	112680,00	112710,00	109740,00	109740,00	109620,00	109660,00
109570,00	109570,00	109510,00	109560,00	114930,00	114980,00	114930,00	114950,00	112700,00	112700,00	112590,00	112630,00	109650,00	109660,00	109480,00	109510,00
109560,00	109600,00	109560,00	109570,00	114960,00	114990,00	114930,00	114950,00	112630,00	112660,00	112610,00	112640,00	109520,00	109590,00	109510,00	109580,00
109550,00	109580,00	109540,00	109560,00	114950,00	114980,00	114940,00	114970,00	112620,00	112650,00	112580,00	112630,00	109580,00	109580,00	109510,00	109510,00
109570,00	109570,00	109550,00	109560,00	114970,00	115000,00	114960,00	114990,00	112640,00	112640,00	112590,00	112610,00	109510,00	109560,00	109480,00	109560,00
109570,00	109620,00	109570,00	109590,00	114990,00	115000,00	114950,00	114950,00	112600,00	112660,00	112600,00	112620,00	109560,00	109560,00	109480,00	109530,00
109590,00	109610,00	109570,00	109580,00	114960,00	114970,00	114940,00	114950,00	112640,00	112710,00	112640,00	112670,00	109530,00	109580,00	109490,00	109500,00
109580,00	109620,00	109570,00	109610,00	114940,00	114950,00	114800,00	114900,00	112680,00	112780,00	112660,00	112750,00	109490,00	109510,00	109420,00	109470,00
109610,00	109630,00	109590,00	109600,00	114900,00	114920,00	114870,00	114900,00	112750,00	112800,00	112720,00	112750,00	109480,00	109520,00	109460,00	109460,00
109610,00	109640,00	109610,00	109610,00	114910,00	115000,00	114880,00	115000,00	112770,00	112780,00	112730,00	112730,00	109460,00	109470,00	109310,00	109420,00
109600,00	109610,00	109580,00	109600,00	115000,00	115030,00	114960,00	115010,00	112760,00	112830,00	112740,00	112780,00	109420,00	109420,00	109350,00	109380,00
109600,00	109650,00	109600,00	109640,00	115020,00	115020,00	114950,00	114990,00	112800,00	112810,00	112730,00	112750,00	109370,00	109400,00	109320,00	109370,00
109640,00	109650,00	109600,00	109620,00	114980,00	115010,00	114970,00	114990,00	112750,00	112790,00	112740,00	112750,00	109370,00	109380,00	109330,00	109360,00
109620,00	109650,00	109620,00	109640,00	115000,00	115010,00	114970,00	114980,00	112760,00	112770,00	112700,00	112740,00	109360,00	109400,00	109320,00	109400,00
109630,00	109680,00	109630,00	109670,00	114980,00	114990,00	114940,00	114980,00	112750,00	112780,00	112710,00	112740,00	109390,00	109410,00	109370,00	109390,00
109680,00	109750,00	109680,00	109750,00	114990,00	115020,00	114960,00	114980,00	112740,00	112870,00	112700,00	112780,00	109390,00	109410,00	109360,00	109360,00
109730,00	109730,00	109670,00	109680,00	114970,00	114970,00	114880,00	114930,00	112780,00	112830,00	112780,00	112810,00	109370,00	109370,00	109290,00	109370,00
109670,00	109670,00	109650,00	109650,00	114940,00	114970,00	114910,00	114940,00	112820,00	112850,00	112790,00	112800,00	109350,00	109390,00	109330,00	109370,00
109650,00	109700,00	109650,00	109680,00	114940,00	114970,00	114930,00	114950,00	112790,00	112830,00	112760,00	112820,00	109360,00	109430,00	109360,00	109370,00
109710,00	109790,00	109710,00	109790,00	114970,00	114980,00	114940,00	114940,00	112830,00	112870,00	112800,00	112830,00	109370,00	109410,00	109300,00	109380,00
109790,00	109790,00	109750,00	109760,00	114940,00	114960,00	114920,00	114960,00	112820,00	112840,00	112760,00	112780,00	109370,00	109440,00	109370,00	109400,00
109750,00	109760,00	109750,00	109760,00	114950,00	114950,00	114920,00	114940,00	112790,00	112800,00	112750,00	112790,00	109380,00	109460,00	109330,00	109450,00
109740,00	109750,00	109710,00	109720,00	114940,00	114950,00	114920,00	114930,00	112800,00	112810,00	112750,00	112790,00	109450,00	109490,00	109390,00	109410,00
109740,00	109760,00	109720,00	109750,00	114930,00	114930,00	114890,00	114910,00	112780,00	112790,00	112730,00	112730,00	109420,00	109480,00	109390,00	109460,00
109740,00	109780,00	109740,00	109760,00	114900,00	114900,00	114860,00	114880,00	112740,00	112760,00	112710,00	112710,00	109450,00	109490,00	109420,00	109420,00
109760,00	109810,00	109760,00	109800,00	114880,00	114890,00	114840,00	114850,00	112720,00	112750,00	112700,00	112750,00	109430,00	109440,00	109400,00	109430,00
109810,00	109910,00	109730,00	109810,00	114860,00	114860,00	114510,00	114710,00	112730,00	112760,00	112710,00	112720,00	109420,00	109450,00	109380,00	109420,00
109830,00	109900,00	109830,00	109870,00	114710,00	114800,00	114650,00	114690,00	112720,00	112730,00	112600,00	112690,00	109420,00	109560,00	109400,00	109520,00
109890,00	109940,00	109760,00	109900,00	114690,00	114690,00	114580,00	114610,00	112690,00	112730,00	112670,00	112730,00	109520,00	109550,00	109430,00	109460,00
109900,00	109930,00	109870,00	109900,00	114600,00	114690,00	114590,00	114690,00	112730,00	112830,00	112730,00	112790,00	109460,00	109460,00	109390,00	109400,00
109880,00	109890,00	109840,00	109880,00	114690,00	114750,00	114670,00	114730,00	112790,00	112840,00	112780,00	112800,00	109410,00	109530,00	109400,00	109460,00
109880,00	109930,00	109870,00	109920,00	114720,00	114890,00	114720,00	114860,00	112780,00	112820,00	112760,00	112810,00	109450,00	109540,00	109450,00	109490,00
109920,00	109920,00	109860,00	109870,00	114850,00	114880,00	114800,00	114800,00	112820,00	112840,00	112800,00	112820,00	109490,00	109520,00	109470,00	109520,00
109880,00	109890,00	109850,00	109870,00	114800,00	114820,00	114750,00	114750,00	112810,00	112930,00	112800,00	112810,00	109520,00	109540,00	109460,00	109520,00
109880,00	109890,00	109860,00	109860,00	114770,00	114810,00	114770,00	114800,00	112810,00	112810,00	112730,00	112780,00	109520,00	109530,00	109470,00	109510,00
109880,00	109890,00	109860,00	109860,00	114810,00	114850,00	114770,00	114810,00	112790,00	112830,00	112770,00	112790,00	109510,00	109550,00	109500,00	109520,00
109850,00	109860,00	109840,00	109840,00	114810,00	114820,00	114760,00	114790,00	112790,00	112830,00	112780,00	112830,00	109540,00	109580,00	109500,00	109530,00
109840,00	109920,00	109840,00	109900,00	114780,00	114860,00	114770,00	114830,00	112830,00	112860,00	112810,00	112850,00	109530,00	109570,00	109530,00	109540,00
109900,00	109920,00	109880,00	109910,00	114830,00	114850,00	114810,00	114820,00	112860,00	112860,00	112820,00	112850,00	109550,00	109580,00	109510,00	109540,00
109910,00	109920,00	109890,00	109920,00	114820,00	114850,00	114810,00	114820,00	112840,00	112870,00	112830,00	112840,00	109540,00	109560,00	109450,00	109480,00
109910,00	109920,00	109860,00	109870,00	114810,00	114820,00	114770,00	114800,00	112830,00	112900,00	112800,00	112890,00	109470,00	109520,00	109460,00	109460,00
109870,00	109880,00	109860,00	109870,00	114800,00	114810,00	114740,00	114750,00	112890,00	112890,00	112820,00	112840,00	109470,00	109540,00	109460,00	109500,00
109870,00	109870,00	109830,00	109840,00	114740,00	114780,00	114730,00	114760,00	112850,00	112870,00	112800,00	112830,00	109500,00	109510,00	109430,00	109450,00
109840,00	109870,00	109840,00	109870,00	114750,00	114810,00	114750,00	114810,00	112830,00	112850,00	112810,00	112850,00	109470,00	109490,00	109430,00	109450,00
109870,00	109890,00	109870,00	109870,00	114810,00	114820,00	114790,00	114820,00	112850,00	112850,00	112820,00	112840,00	109470,00	109500,00	109420,00	109430,00
109890,00	109900,00	109870,00	109870,00	114830,00	114850,00	114820,00	114840,00	112840,00	112850,00	112740,00	112740,00	109430,00	109440,00	109420,00	109430,00
109870,00	109950,00	109870,00	109940,00	114850,00	114860,00	114840,00	114860,00	112740,00	112760,00	112700,00	112740,00	109420,00	109460,00	109410,00	109440,00
109950,00	109950,00	109880,00	109880,00	114860,00	114870,00	114790,00	114790,00	112750,00	112780,00	112720,00	112750,00	109440,00	109510,00	109440,00	109490,00
109880,00	109910,00	109850,00	109860,00	114800,00	114830,00	114780,00	114830,00	112750,00	112770,00	112720,00	112740,00	109490,00	109500,00	109470,00	109470,00
109850,00	109870,00	109770,00	109800,00	114820,00	114830,00	114720,00	114720,00	112750,00	112760,00	112740,00	112750,00	109480,00	109520,00	109470,00	109520,00
109800,00	109880,00	109770,00	109830,00	114740,00	114800,00	114740,00	114790,00	112760,00	112760,00	112710,00	112720,00	109520,00	109570,00	109480,00	109500,00
109830,00	109860,00	109830,00	109850,00	114790,00	114810,00	114780,00	114810,00	112730,00	112750,00	112700,00	112710,00	109490,00	109500,00	109450,00	109490,00
109850,00	109890,00	109780,00	109810,00	114800,00	114830,00	114770,00	114830,00	112700,00	112710,00	112540,00	112630,00	109490,00	109510,00	109440,00	109440,00
109810,00	109810,00	109790,00	109790,00	114820,00	114850,00	114800,00	114850,00	112630,00	112670,00	112600,00	112670,00	109440,00	109490,00	109430,00	109460,00
109800,00	109820,00	109790,00	109800,00	114840,00	114860,00	114820,00	114850,00	112670,00	112760,00	112670,00	112760,00	109480,00	109480,00	109410,00	109420,00
109810,00	109820,00	109800,00	109800,00	114850,00	114950,00	114820,00	114860,00	112760,00	112760,00	112700,00	112710,00	109420,00	109470,00	109420,00	109460,00
109800,00	109820,00	109770,00	109810,00	114870,00	114890,00	114830,00	114850,00	112690,00	112800,00	112680,00	112780,00	109460,00	109470,00	109380,00	109400,00
109800,00	109820,00	109800,00	109810,00	114850,00	114860,00	114770,00	114790,00	112780,00	112830,00	112760,00	112790,00	109400,00	109430,00	109370,00	109370,00
109810,00	109840,00	109810,00	109820,00	114780,00	114780,00	114670,00	114710,00	112780,00	112910,00	112770,00	112890,00	109370,00	109390,00	109330,00	109390,00
109820,00	109840,00	109810,00	109810,00	114720,00	114750,00	114710,00	114750,00	112890,00	112910,00	112840,00	112870,00	109390,00	109410,00	109370,00	109400,00
109820,00	109820,00	109810,00	109810,00	114730,00	114750,00	114720,00	114740,00	112870,00	112920,00	112830,00	112900,00	109390,00	109440,00	109380,00	109410,00
109810,00	109810,00	109800,00	109810,00	114750,00	114790,00	114690,00	114710,00	112900,00	112910,00	112860,00	112870,00	109420,00	109430,00	109380,00	109430,00
109820,00	109820,00	109810,00	109810,00	114700,00	114740,00	114670,00	114700,00	112870,00	112880,00	112800,00	112820,00	109440,00	109460,00	109420,00	109440,00
109820,00	109820,00	109740,00	109750,00	114700,00	114730,00	114630,00	114630,00	112830,00	112880,00	112820,00	112860,00	109450,00	109490,00	109430,00	109490,00
109760,00	109800,00	109750,00	109800,00	114640,00	114640,00	114560,00	114580,00	112860,00	112870,00	112840,00	112860,00	109490,00	109510,00	109470,00	109500,00
109820,00	109820,00	109780,00	109790,00	114580,00	114590,00	114510,00	114550,00	112860,00	112920,00	112830,00	112910,00	109490,00	109550,00	109450,00	109450,00
109790,00	109810,00	109780,00	109790,00	114550,00	114560,00	114520,00	114530,00	112920,00	112990,00	112890,00	112970,00	109450,00	109470,00	109450,00	109450,00
109780,00	109790,00	109780,00	109790,00	114520,00	114570,00	114510,00	114560,00	112970,00	113050,00	112960,00	113010,00	109460,00	109530,00	109450,00	109510,00
109790,00	109790,00	109770,00	109790,00	114570,00	114630,00	114550,00	114580,00	113010,00	113090,00	113000,00	113070,00	109510,00	109530,00	109440,00	109440,00
109790,00	109790,00	109770,00	109780,00	114570,00	114600,00	114570,00	114580,00	113060,00	113100,00	113030,00	113040,00	109440,00	109460,00	109430,00	109450,00
109780,00	109780,00	109670,00	109710,00	114590,00	114630,00	114580,00	114590,00	113050,00	113050,00	112990,00	113040,00	109460,00	109460,00	109410,00	109450,00
109710,00	109740,00	109700,00	109740,00	114580,00	114630,00	114560,00	114610,00	113050,00	113060,00	112980,00	112980,00	109440,00	109450,00	109340,00	109340,00
109740,00	109750,00	109730,00	109740,00	114600,00	114630,00	114590,00	114600,00	113000,00	113030,00	112990,00	113020,00	109340,00	109380,00	109310,00	109380,00
109740,00	109750,00	109730,00	109750,00	114600,00	114600,00	114570,00	114570,00	113010,00	113030,00	112990,00	113010,00	109370,00	109400,00	109340,00	109370,00
109760,00	109760,00	109730,00	109750,00	114580,00	114600,00	114500,00	114540,00	113000,00	113040,00	113000,00	113040,00	109370,00	109400,00	109350,00	109380,00
109740,00	109740,00	109730,00	109730,00	114540,00	114560,00	114380,00	114420,00	113040,00	113080,00	113020,00	113040,00	109370,00	109390,00	109350,00	109390,00
109730,00	109740,00	109720,00	109730,00	114400,00	114460,00	114380,00	114390,00	113050,00	113230,00	113050,00	113150,00	109380,00	109380,00	109300,00	109330,00
109740,00	109760,00	109740,00	109740,00	114380,00	114400,00	114310,00	114370,00	113150,00	113210,00	113140,00	113180,00	109320,00	109340,00	109260,00	109320,00
109740,00	109770,00	109730,00	109770,00	114370,00	114430,00	114360,00	114390,00	113180,00	113320,00	113170,00	113270,00	109320,00	109320,00	109230,00	109280,00
109770,00	109830,00	109770,00	109820,00	114410,00	114420,00	114380,00	114410,00	113280,00	113300,00	113240,00	113270,00	109290,00	109300,00	109260,00	109300,00
109830,00	109840,00	109810,00	109810,00	114410,00	114410,00	114350,00	114370,00	113250,00	113280,00	113210,00	113230,00	109300,00	109300,00	109230,00	109270,00
109820,00	109820,00	109800,00	109800,00	114360,00	114370,00	114320,00	114320,00	113230,00	113250,00	113200,00	113220,00	109280,00	109310,00	109250,00	109310,00
109840,00	109840,00	109810,00	109820,00	114330,00	114340,00	114270,00	114310,00	113220,00	113280,00	113190,00	113200,00	109300,00	109350,00	109290,00	109340,00
109830,00	109870,00	109820,00	109870,00	114310,00	114310,00	114190,00	114210,00	113210,00	113250,00	113160,00	113170,00	109360,00	109360,00	109320,00	109320,00
109870,00	109900,00	109870,00	109870,00	114200,00	114220,00	114140,00	114160,00	113160,00	113180,00	113140,00	113140,00	109320,00	109390,00	109320,00	109320,00
109880,00	109880,00	109860,00	109860,00	114160,00	114170,00	114110,00	114110,00	113150,00	113160,00	113100,00	113160,00	109320,00	109360,00	109280,00	109360,00
109870,00	109870,00	109840,00	109840,00	114120,00	114200,00	114100,00	114180,00	113140,00	113160,00	113120,00	113130,00	109350,00	109370,00	109320,00	109330,00
109850,00	109850,00	109810,00	109810,00	114170,00	114200,00	114150,00	114180,00	113150,00	113160,00	113110,00	113110,00	109340,00	109340,00	109260,00	109260,00
109810,00	109820,00	109800,00	109810,00	114180,00	114220,00	114180,00	114180,00	113120,00	113120,00	113080,00	113120,00	109260,00	109270,00	109210,00	109230,00
109820,00	109850,00	109820,00	109840,00	114190,00	114290,00	114190,00	114270,00	113120,00	113130,00	113080,00	113080,00	109220,00	109250,00	109210,00	109230,00
109850,00	109880,00	109850,00	109850,00	114270,00	114290,00	114250,00	114260,00	113080,00	113120,00	113070,00	113120,00	109230,00	109240,00	109190,00	109210,00
109860,00	109870,00	109810,00	109810,00	114270,00	114270,00	114220,00	114250,00	113110,00	113150,00	113110,00	113120,00	109210,00	109220,00	109180,00	109220,00
109830,00	109860,00	109830,00	109840,00	114250,00	114300,00	114250,00	114280,00	113120,00	113140,00	113110,00	113120,00	109220,00	109270,00	109200,00	109250,00
109850,00	109850,00	109810,00	109810,00	114290,00	114360,00	114280,00	114340,00	113120,00	113130,00	113050,00	113080,00	109240,00	109250,00	109210,00	109240,00
109810,00	109810,00	109760,00	109760,00	114340,00	114360,00	114300,00	114320,00	113090,00	113120,00	113070,00	113110,00	109240,00	109270,00	109230,00	109270,00
109790,00	109800,00	109760,00	109780,00	114320,00	114360,00	114320,00	114360,00	113110,00	113110,00	113070,00	113080,00	109270,00	109270,00	109240,00	109270,00
109780,00	109810,00	109770,00	109810,00	114350,00	114380,00	114340,00	114350,00	113090,00	113090,00	113040,00	113040,00	109280,00	109300,00	109240,00	109250,00
109810,00	109810,00	109800,00	109800,00	114360,00	114390,00	114350,00	114390,00	113060,00	113070,00	113020,00	113050,00	109240,00	109260,00	109230,00	109250,00
109810,00	109850,00	109810,00	109850,00	114390,00	114410,00	114290,00	114310,00	113040,00	113100,00	113030,00	113100,00	109240,00	109250,00	109190,00	109220,00
109860,00	109880,00	109830,00	109830,00	114310,00	114330,00	114280,00	114320,00	113100,00	113100,00	113070,00	113090,00	109210,00	109250,00	109200,00	109250,00
109840,00	109850,00	109810,00	109810,00	114320,00	114330,00	114300,00	114320,00	113070,00	113070,00	113020,00	113030,00	109250,00	109350,00	109230,00	109320,00
109830,00	109860,00	109820,00	109860,00	114330,00	114370,00	114330,00	114360,00	113020,00	113060,00	113010,00	113040,00	109320,00	109340,00	109310,00	109330,00
109870,00	109870,00	109830,00	109830,00	114360,00	114370,00	114340,00	114340,00	113030,00	113040,00	113000,00	113010,00	109340,00	109360,00	109320,00	109340,00
109820,00	109890,00	109820,00	109870,00	114360,00	114380,00	114340,00	114380,00	113010,00	113110,00	113010,00	113060,00	109340,00	109390,00	109330,00	109370,00
109870,00	109880,00	109850,00	109860,00	114380,00	114400,00	114380,00	114390,00	113070,00	113110,00	113070,00	113090,00	109380,00	109390,00	109340,00	109360,00
109860,00	109880,00	109850,00	109850,00	114390,00	114410,00	114360,00	114380,00	113080,00	113150,00	113070,00	113100,00	109360,00	109360,00	109340,00	109360,00
109850,00	109860,00	109850,00	109860,00	114380,00	114400,00	114360,00	114370,00	113110,00	113140,00	113070,00	113070,00	109360,00	109370,00	109300,00	109320,00
109860,00	109880,00	109850,00	109860,00	114370,00	114370,00	114320,00	114340,00	113070,00	113090,00	113060,00	113080,00	109340,00	109350,00	109330,00	109350,00
109860,00	109860,00	109830,00	109840,00	114340,00	114370,00	114330,00	114360,00	113070,00	113080,00	113000,00	113020,00	109350,00	109360,00	109320,00	109350,00
109850,00	109860,00	109840,00	109850,00	114370,00	114440,00	114360,00	114420,00	113040,00	113040,00	112990,00	113000,00	109350,00	109380,00	109320,00	109370,00
109860,00	109870,00	109860,00	109870,00	114420,00	114440,00	114420,00	114430,00	113000,00	113050,00	112980,00	113010,00	109370,00	109370,00	109330,00	109340,00
109880,00	109880,00	109840,00	109850,00	114440,00	114440,00	114400,00	114410,00	113030,00	113050,00	113010,00	113030,00	109340,00	109340,00	109280,00	109290,00
109830,00	109870,00	109830,00	109860,00	114400,00	114420,00	114350,00	114360,00	113030,00	113060,00	113020,00	113040,00	109290,00	109340,00	109280,00	109330,00
109870,00	109890,00	109850,00	109880,00	114360,00	114390,00	114360,00	114390,00	113040,00	113040,00	113010,00	113030,00	109330,00	109360,00	109320,00	109360,00
109870,00	109960,00	109870,00	109930,00	114390,00	114400,00	114360,00	114370,00	113030,00	113050,00	113020,00	113040,00	109360,00	109420,00	109350,00	109380,00
109930,00	109960,00	109900,00	109920,00	114370,00	114370,00	114300,00	114310,00	113040,00	113070,00	113030,00	113050,00	109370,00	109450,00	109370,00	109380,00
109920,00	109940,00	109900,00	109900,00	114310,00	114390,00	114300,00	114390,00	113060,00	113120,00	113040,00	113050,00	109390,00	109440,00	109380,00	109440,00
109900,00	109940,00	109900,00	109920,00	114390,00	114420,00	114380,00	114420,00	113060,00	113110,00	113050,00	113110,00	109440,00	109470,00	109420,00	109460,00
109930,00	109940,00	109900,00	109900,00	114420,00	114420,00	114340,00	114350,00	113100,00	113180,00	113100,00	113140,00	109440,00	109470,00	109410,00	109460,00
109910,00	109980,00	109910,00	109940,00	114360,00	114360,00	114310,00	114330,00	113140,00	113190,00	113130,00	113180,00	109450,00	109470,00	109440,00	109450,00
109940,00	109950,00	109930,00	109950,00	114330,00	114360,00	114310,00	114360,00	113170,00	113190,00	113120,00	113140,00	109450,00	109460,00	109380,00	109400,00
109970,00	109990,00	109960,00	109970,00	114350,00	114380,00	114310,00	114340,00	113130,00	113150,00	113120,00	113140,00	109390,00	109460,00	109390,00	109440,00
109970,00	109980,00	109970,00	109980,00	114330,00	114340,00	114260,00	114270,00	113150,00	113180,00	113140,00	113170,00	109450,00	109460,00	109430,00	109440,00
109990,00	110000,00	109980,00	110000,00	114270,00	114300,00	114250,00	114260,00	113180,00	113230,00	113180,00	113180,00	109440,00	109460,00	109430,00	109450,00
110000,00	110000,00	109980,00	109990,00	114270,00	114280,00	114170,00	114210,00	113190,00	113200,00	113160,00	113160,00	109450,00	109480,00	109430,00	109480,00
109990,00	110060,00	109990,00	110060,00	114210,00	114230,00	114170,00	114170,00	113160,00	113170,00	113110,00	113150,00	109480,00	109560,00	109460,00	109550,00
110040,00	110070,00	110020,00	110060,00	114180,00	114210,00	114160,00	114210,00	113130,00	113170,00	113130,00	113140,00	109560,00	109560,00	109470,00	109490,00
110060,00	110100,00	110030,00	110070,00	114190,00	114190,00	114170,00	114170,00	113150,00	113160,00	113080,00	113090,00	109490,00	109610,00	109460,00	109580,00
110070,00	110100,00	110060,00	110100,00	114170,00	114260,00	114170,00	114250,00	113080,00	113110,00	113030,00	113080,00	109580,00	109730,00	109540,00	109700,00
110100,00	110190,00	110080,00	110160,00	114260,00	114270,00	114200,00	114260,00	113080,00	113100,00	113060,00	113080,00	109710,00	109760,00	109670,00	109730,00
110160,00	110200,00	110150,00	110160,00	114250,00	114290,00	114210,00	114220,00	113080,00	113140,00	113070,00	113140,00	109730,00	109740,00	109650,00	109660,00
110170,00	110180,00	110160,00	110160,00	114230,00	114240,00	114190,00	114200,00	113130,00	113150,00	113100,00	113110,00	109660,00	109850,00	109660,00	109850,00
110160,00	110300,00	110150,00	110230,00	114200,00	114210,00	114160,00	114190,00	113110,00	113110,00	113030,00	113040,00	109840,00	110000,00	109830,00	110000,00
